text,label
everyone start track next week while i start it in 2 3 weeks sad,sad
unreal this man is a complete idiot so let s have shootouts in the school what happens when a preschool,sad
2018 02 23 new update the last song audio 2016 youtube video please subscribe my,sad
i m so ill and i go to egypt on sunday sad help me,sad
ummm pretty sure he made that up definitely made that up and then the rambling use of oh b,sad
oh wait you are being serious to quote dear leader sad,sad
another angle of the 5 points memo obviously written by a wh staffer who knows trump has no empathy and doesn t,sad
no one knows what it s like to be the sad man cover music limp bizkit,sad
since when do we expect the great orange buffoon to be classy or e,sad
if only painter could recruit athletes sad,sad
make sure your verbal and nonverbal communication matches if there is no congruency between the two it is,sad
t mac darn it it was actually rogue indian political elements not a single person guessed that sad thanks alot liberals,sad
looking forward to a weekend of chilicornbread and olympic curling old man sad,sad
the worst is that 71 year old teen in the wh who calls us senators he doesn t like by mean nicknames,sad
it s sad that there has to be signs up telling parents to watch their kids while in showrooms no control,sad
so thats where you are spending your energy certainly not in your district sad blue wave 2 0 1 8 vote them all out,sad
fucking me lmao sad,sad
add a background picture or something sad durnin,sad
new snapchat design needs to vanish bad idea makes me not wanna use it snap chat sad bad idea,sad
why am i going to orlando next week instead of june sad would have loved todo this,sad
26 cringes to send you into that downward spiral you ve always wanted sad,sad
for no reason the irresolute person gets sad and angry and easily looks after his own satisfaction barnabite fo,sad
i agree they have a warped sense of values where immoral behavior is t,sad
be you blogs blogging love happy sad wordpress word of the day tip of the day,sad
you both know this is not how the exchange goes don t trash your own nam,sad
once i admired and thought is something different and continued to be but you proved me wrong you,sad
i am sad pt 3,sad
mocowbell butter,sad
something is very wrong with you no compassion lacks empathy but hey you have your guns sad,sad
forgot the 1on1training you stole so davy took some time off to become a lady loved it but missed the fluffe,sad
if you know you won t win by the rules guess you change or ignore them like sad vote gop out bl,sad
they can t even spell attack right sad onemo re thing,sad
around 40 of illiegal immigration is done,sad
if you know you won t win by the rules guess you change or ignore them like sad vote gop out,sad
yikes how will your final four look now virginia linked as well sad,sad
one swallow does not make a summer neither does one fine day similarly one day or brief time of happiness does n,sad
losing an important file can be exceedingly painful and costly business technology money trump,sad
sure we could we absolutely could sad traitor corrupt tiny hands draft dodger coward,sad
the system is so broken all the way around in every sport ncaa aau programs athletic companies coac,sad
get that f isa app 63 million because mueller the mule ain t gonna get it but continues to use diy fake dossi,sad
says every dad about his daughter sad,sad
becca from that statement i think it dident work out sad,sad
when you re reminded called you a junior last week sad,sad
being trite seems to be a legitimate strategy among the extremists destroying the republican brand i presc,sad
pick your mood a list of movies that are weird but not sad horror movie list,sad
what a disgrace sad,sad
dude if you train teachers to be adept like general kelly don t you think they woul,sad
aww they already blocked me i guess i was too hones,sad
missing my friend today fore veranda day sad,sad
not concerned with his own clubs very embarrassing position no i ll comment on villa v wednesday obsessed sad tinpot,sad
the many faces of nixon nixon baby son face expression happy sad mad hi cute,sad
beck ironic you should bring up the subject of sheep leftists are nothing but,sad
how sad the money worshiping crowd pretending to be followers of christ are against intelligen,sad
what a sad windbag,sad
missing mom today sad one year,sad
and she s crushing you sad,sad
schultz i don t even like football and i know who that is sad,sad
come on you have 2 registers open and 50 employees walking around the store doing random crap sad,sad
y all be having the most dumbest employees ever imagine working for tmz you guys should be ashamed of yourself as sad,sad
filipinos can follow instructions really shame sad big bad wolf books ph,sad
only just found out nhl players aren t allowed to join the national team canada misses out on another gold medal b,sad
yasss it s time for a great show bytchj0y follow share sad,sad
man my engagement ratio is on point like a needle point it s very small i don t get much engagement sad twitter lol,sad
it s adorable how democrats and uninformed teenagers are trying to scapegoat the for the,sad
axelrod obama and clinton are not in the white house trump preaches americ,sad
here s a reminder don t forget to wash your hands please sad,sad
out of the abundance of the heart the mouth speaks heard that somewhere character cannot be hidden sad,sad
right about now to the students media and fans ncaa ncaa hoops scandal,sad
the best people sad,sad
i am schocked that you would cancel my reservation less than 5 hours before it was meant to d,sad
bah no gold medal for hockey sad olympics,sad
liberal reporter doesn t want to protect kids in schools mocks ideas to keep them safe sad,sad
you are already cutting funding to public schools so how are you going to pay for guns for teache,sad
liberal reporter doesn t want to protect kids in schools mocks ideas to keep them safe sad,sad
glad you can speak so highly of yourself i also hear that you have herpes sad,sad
a tie settled by a gimmick sad,sad
and indiana wisconsin missouri kentucky sad,sad
it s because 5 is a real pos who cares nothing for anyone but himself i don t even think he,sad
i picked this daisy earlier and put it on my grandmas grave sad dead grandma hot babes horny girl,sad
chancellor samuel hawgood erodes the moral relevancy of by ignoring reports of sexual assault harassment an,sad
you veterans totally support a draft dodger saying this right cadet bone spurs trust fund baby pussy grabber sad,sad
niggas got most to say about you when they don t even know you sad,sad
somebody didn t get the message sad,sad
i continue to be amazed at the shortsightedness of nonprofits to not consider project sustainability when embarking on new initiatives sad,sad
when you re reminded called you a junior last week sad,sad
rip here rests a ignorant man aliens rip flat earth ufo graveyard sad yoga,sad
when you re reminded called you a junior last week sad,sad
giants ignore this guy drinking the but what about sorous koolais sad,sad
just more clueless hollywood elites thinking that they know american values sad,sad
some people love america so much they even learn the words or they don t become draft dodgers,sad
this reminds me of the air raid drills we had as children sad,sad
i picked this daisy earlier and put it on my grandmas grave sad dead grandma hot babes horny girl,sad
i m sorry but is dirty in this sad,sad
was drafting the same tweet in my head the orange embarrassment would have claimed his bone spurs suddenly incapac,sad
how about your courage of enforcing russia sanctions or dodging the draft or telling the truth hmmmm sad,sad
whataboutism really sad,sad
i picked this daisy earlier and put it on my grandmas grave sad dead grandma hot babes horny girl,sad
i picked this daisy earlier and put it on my grandmas grave sad dead grandma hot babes horny girl,sad
s former account is which has been suspended ps sup gf you didn t tell me it w,sad
pathetic sniveling little man who needs a rally to stroke his ridiculous ego sad insecure,sad
the less wonder he was too scared to mention anything that lapierre didn t order him to,sad
mulga 70 years of gharapuri without electricity and broken pics of csmt shows our love for world heritage sites sad h,sad
or sorry russian if the kids had help i know how you are with fake news again america so sad,sad
or sorry russian if the kids had help i know how you are with fake news again america so sad,sad
sigh 0 t h c r e d u x sad,sad
can vitamins help depression new study confirms role for magnesium in mood sad,sad
swain16 cd6 lol that s fine i despise everything about u i wouldn t even eat ur,sad
we are talking about the draft dodging con man here not me try to keep up i know it s hard for you maga morons sad,sad
god almighty attracts dying this lying blow heart didn t have guts 2 serve his own,sad
22 women will you double down next time your canadian maple syrup versus our,sad
bitches really be for the media and the public smh sad,sad
trump seems to be a very lonely man what is wrong with me that i have no sympathy for him sad students standup students standup,sad
sad real donald trump fake tweets realdonaldtrump our nation s motto is in god we trust this week our nation,sad
sad real donald trump fake tweets realdonaldtrump we salute our great american flag we put our hands on our h,sad
sad real donald trump fake tweets realdonaldtrump after years of rebuilding other nations we are finally rebu,sad
you just can t fix stupid you proved it sad,sad
i just love when he gets on a roll he s calling out gen john kelly for being used by trump sad end to,sad
sure there are better and smarter people in this country bigly smaer one that has products made in america sad,sad
i picked this daisy earlier and put it on my grandmas grave sad dead grandma hot babes horny girl,sad
sad real donald trump fake tweets our nation s motto is in god we trust this week our nation lost an incredible,sad
anyone that likes ambient music and a bit of different sounds to unwind please go here than,sad
pretty disappointed when i spend 6 on a coffee and they don t even have the decency to fill it up all the way,sad
i picked this daisy earlier and put it on my grandmas grave sad dead grandma hot babes horny girl,sad
this makes me want to vomit this is why trump was elected and why he is still president igno,sad
i picked this daisy earlier and put it on my grandmas grave sad dead grandma hot babes horny girl,sad
you don t know how loony you sound do you sad and kind apathetic too,sad
i love when sad draft dodging cadet bones spurs talks tough wouldn t take a bullet for his caddi,sad
donate millions of dollars to a politician and you can control any agenda corruption at the highest while ppl are,sad
1776 delathor,sad
jrey 11 kirsch it is so sad that creeps like izz o run around like free men,sad
sad real donald trump fake tweets we salute our great american flag we put our hands on our hearts for the pledge,sad
sad real donald trump fake tweets after years of rebuilding other nations we are finally rebuilding our nation,sad
when your boyfriend is playful with everyone else apart from you sad,sad
that someone had to write it down for him in piss poor penmanship but with a big bold easy to read sh,sad
wow it s sad that some schools will pay players on their team and still end up taking an l to the in state rival sad,sad
cheat sheet for i hear you sad,sad
spoken like a man projecting his own very obvious insecurities on others sad,sad
writing thesis in the midnight is a no no btw im getting hungry for every 5h should i get some snacks sad,sad
erm whatever happened with the safe sharp disposal pilot that took place in 2009 is it sti,sad
children are about to be excluded sa us whilst you guys are still waltzing around trying to decid,sad
fr his mate is ghosting and they still lose 250 138 sad,sad
emily3 but it is sad that is how trump views immigrants as the snake,sad
buddha1 did anyone else notice how sam was fidgeting uncomfortably with her sad wedding ring during her chat with jason dr fr,sad
embarrassing sad loser,sad
for 8 years we heard that obama was going to take your guns it s amazing to see the top republicans doing just th,sad
want to lose a lot of weight fast move to venezuela sad,sad
give me your people with merit maga resist trump train,sad
what i would like to know who s going to draw the line that defines the level of mental illness at some po,sad
plenty when they don t have to worry about people that listen to you it used to jut be stalkers no,sad
patriot bn wow the liberal fascist tactics worked on sad,sad
truth is he s tried severally but my girl won t listen sad bbn ai ja,sad
patriot bn wow the liberal fascist tactics worked on sad,sad
how many times is this poor insecure president going to relitigate the election in his words sad cpa c 2 0 1 8,sad
can t sad,sad
when you re reminded called you a junior last week sad,sad
when you re reminded called you a junior last week sad,sad
sometimes as much as it hurts letting go is the best thing you can do poem poetry pain poet aist sadness sad agony,sad
so this is the fallout of trump sad,sad
just keep eating the fast food liar sad,sad
too bad she doesn t get invited by the committee for being some great humanitarian instead daddy,sad
there are certain things one cannot obtain because of the things she lacks hmmmffttt sad,sad
my grandparents era gifted us such an amazing happy time to live i remember it fondly everyday today is simpl,sad
ewwww omg everything about all of that ad is incredibly gross sad we re doomed,sad
it s like trying to nail jell o to the world trying to convince the repubs that not everyone is as morally bankrup,sad
well we actually can have a smarter person i think you re looking for we could not fucking,sad
not all undocumented immigrants are violent criminals you are rounding up and deporting contribut,sad
a car salesman is our president very sad,sad
i have to keep telling myself that yes that cruel insensitive xenophobic babbling racist asshole i m listening,sad
watch the shocking history of troma founding in 1973 there were 3 original partners sad team,sad
local retailers slowly ceding their stake to global conglomerates sad neocolonialism,sad
t mac darn it it was actually rogue indian political elements not a single person guessed that sad thanks alot liberals,sad
again i couldn t watch sponge bob is way more informative sad,sad
it still surprises me how excited people are about a html5 ui if that is a big win in our industry that speaks volumes t fd 1 6 sad,sad
folks in these crowds are the same people with whom i used to try and have civilized discourse during,sad
it is so true that you cannot save all students some of them don t want help no matter how many interventions you give sad teacher life,sad
what a fucking snowflake you sorry ass nazi s are so sensitive sad,sad
telling someone their opinion is irr,sad
that depressing moment when you realise school starts on monday and you have been chilling during the whole week,sad
dear person in charge of do you hate your job does it suck that you re constantly tweetin,sad
sometimes i just wish it would all be ogre sad shrek,sad
sometimes i just wish it would all be ogre sad shrek,sad
amature hour for our hipster pm up north sad pathetic embar a ssing for canada,sad
nailed it facts facts nail edit s mh people wrong sad level up 1 8,sad
donald trump will be on this picture soon fake picture sad,sad
no he s ur president done more in 1 yr than any other 2 bad u all r so hate filled,sad
layin n bed with a headache ughhhh waitin on your call,sad
funeral ceremony gloomy friday,sad
wants to hang out with friends soon,happy
re pinging why didn t you go to prom bc my bf didn t like my friends,sad
i should be sleep but im not thinking about an old friend who i want but he s married now damn amp he wants me 2 scandalous,sad
hmmm is down,sad
charlene my love i miss you,sad
i m sorry at least it s friday,sad
choked on her retainers,sad
ugh i have to beat this stupid song to get to the next rude,sad
if u watch the hills in london u will realise what tourture it is because were weeks and weeks late i just watch itonlinelol,sad
got the news,happy
the storm is here and the electricity is gone,sad
agreed,happy
so sleepy again and it s not even that late i fail once again,sad
lady gaga tweeted about not being impressed by her video leaking just so you know,sad
how are you convinced that i have always wanted you what signals did i give off damn i think i just lost another friend,sad
oh too bad i hope it gets better i ve been having sleep issues lately too,sad
wondering why i m awake at 7am writing a new song plotting my evil secret plots muahahaha oh damn it not secret anymore,happy
i ate something i don t know what it is why do i keep telling things about food,sad
so tired and i think i m definitely going to get an ear infection going to bed quot early quot for once,sad
on my way home n having 2 deal w underage girls drinking gin on da bus while talking bout keggers damn i feel old,sad
i m sorry people are so rude to you isaac they should get some manners and know better than to be so lewd,sad
damm servers still down i need to hit 80 before all the koxpers pass me,sad
fudge just bs d that whole paper so tired ugh i hate school time to sleep,sad
i hate cancer i hate it i hate it i hate it,sad
it is so annoying when she starts typing on her computer in the middle of the night,hate
radio yeah s i feel all funny cause i haven t slept enough i woke my mum up cause i was singing she s not impressed s you,sad
i need skott right now,sad
mmm much better day so far it s still quite early last day of uds,happy
lt 3 your gonna be the first twitter cause your amazing lol come to canada would do anything to see you perform,happy
just picked up her blackberry from the middle of the street both she and it are crushed,sad
why do i have the feeling i should be packing and hitting for sfo around this time of the year i think i m missing something,sad
bed its time hope i go to school tomorrow all though i don t feel very well right now,sad
ahh well i was hoping that i could learn some stuff on the way why not you and i work on separate things but also,sad
i m having a problem with my photo here in twitter amf can t see my face,sad
why am i so tired,sad
sucks not being able to take days off of work or have the money to take the trip so sad,sad
bed sorta today was good sara has strep thought angelina does to i shared a water with her b4 they told me i will prob get it to,happy
aww onward and upwards now yay still sad to leave i bet,sad
at once haha poor aby still gets sore,sad
diesel yaris 70mpg so sad its not available in the us that d be awesome,sad
i want to buy this great album but unfortunately i dont hav enuff funds its quot long time noisy quot,sad
in all honesty pain blech,sad
ok the passengers no one is alive they re all dead you just don t know it til the end then you cry,sad
ia so much i haven t really been happy with any of cooks choices for singles,sad
i fell asleep on the beach and didn t put on enough sunscreen lol,sad
so i think my son might have the flu cause i def just cleaned up a stanky puke mess poor pumkpin,sad
so great to see oin amp cynthia so happy dinner was great cute little place too bad oin got sick afterwards,happy
and all woman who transfer their first impressions sexual maternal onto a less threatening man are themselves as weak as him,sad
bitten to blood by my cat on my way for a rabies bacterin seems 7 shots for 2 months never wash my cats at home again they hate water,sad
dude that is my favorite sandwich place ever ummm did you take pictures,happy
is sad that shin ae got married and it wasn t to alex,sad
sure you will tweet about this when you re back but news is abuzz about tr knight s leaving quot confirmed quot today muy triste,sad
ohh thursday i have exams all day what about wednesday,sad
i was just thinking about how excited i am for you guys to move but then i realized how sad i am to see you go,sad
goooood mooorning people sun is out definitly spring now we had our first spring hail storm my car has dimples now,sad
i love those it sakey usb sticks we only have the 4gb in australia,sad
fresh prince and sleepy sleeps my nightly routine gotta go to dmv early tmrw,sad
dammit hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers so i can t watch and code,hate
i am jealous of your mom talking to i want to see you all our twittering is making me miss you,sad
i can t sleep i keep thinking about the puppy i played with today,sad
i m suppposed to be sleep but i got some much to do amp i got that one part of the song stuck in my head quot your a jerk iknow quot blaahh,sad
last one month due to summer strawberry is not availble in the chennai markets,sad
correct i adore him i just plucked him up and put him under my arm cuz he was cryin all better now hahaha,happy
hiii im on my ipod i cant fall asleep,sad
dont wanna work 11 830 tomorrow but i get paid,sad
feels sad coz i wasnt able to play with the guys,sad
cayogial i wanted to come to bz this summer not so sure anymore a teacher s life in the summer sucks,hate
first ever dropped call on my mobile on a call to no less being charged for data even though i have a data pack,sad
you win sigh rakeem,hate
darn these allergies i don t like this time of year because of this i never used to have this problem either,sad
oh no one minute too late oh well,sad
star damn that sucks,hate
i wanted to come to bz this summer not so sure anymore a teacher s life in the summer sucks,sad
this website gave me a virus when i opened it more windows kept popping up,hate
ahh big scary bug flying around my room,sad
i wish she knew what she puts me through she stole my heart never gave it back and occasionally she likes to be like look what i have,sad
is up with a nasty cough i cant be sick i have a huge weekend ahead of me,sad
early happy day of birth in case i don t make it very tired from therapy today n just taking my medicine misshu love ya,sad
allergies suck ducks nuts lt 8 gt,sad
waraku is tasteless and expensive portion is so little re waraku,hate
sounds good appreciate the suggestion been a week now and we re still offline time to ask for a refund,happy
he died wait what about magic jack i just read it,sad
youstinkatrespondingtotexts,hate
wonders why her karma points turned into 0 00,sad
need to pack for cali cali cannot waittt thinking a glass of wine is in order to celebrate my weekend vaca still work 2morrow tho,happy
is miserable i feel like im gona cry sux,sad
my nose stud fell out and i can t find it looks like i ll have to head into amsterdam today and get a new one,sad
pats in philly at 2 am i love it mmm cheesesteak miss my boyfriend but i love vacation,happy
sigh i m going to bed i just don t feel right anymore,sad
now i am depressed after watching so you think you can dance,sad
just cross cause i m stuck twiddling my thumbs now ugh,sad
i cant sleep but im too sore to move,sad
achieving a new appreciation on how a xml build script can really be painful and cumbersome,sad
i cant do anything,sad
i m at work,happy
rip leonardo you were a great mini fiddler crab,happy
last day working for the uni today sad times,sad
thanks neemah i m gonna be soooo close to you and izzy yet so far,happy
my head hurts so bad i could scream,sad
i just go up and im so tired and my airmatras is broken somewhere and now im in even more pain,sad
new work wellness challenge not going well i committed to not check email between 10 pm and 6 am failed on first day twice,sad
new blog post blog auto insuran i just found that my auto insurance policy had been expired i am too careless meanw,sad
oh men i really can t see my face c mon guys,sad
i m showing my age renewed my tags last week went down 20 got my insurance renewal email today went down 100 i don t wanna be old,sad
my sole supporter is not my sole supporter,sad
don t you hate it when you finish all your work and there s still 1 25 hours left of work time,hate
urgh stop it guys,sad
is still missing her husband i really want him home,sad
i miss my puppy,sad
2 days of this month left and i only have 400mb left on my onpeak downloads,happy
up is out i didn t get the memo it looks amazing,happy
i ve given up on pizza kids would never let me have my fav the hot ones,sad
up reading tabloids about other people s lives thinking what i m gonna do with mine when my baby leaves,sad
yearling in pet home died very sad for their whole family,sad
i got a giant splinter stuck up underneath my finger nail today at muppets it hurt but i got to go to first aid for the first time,sad
we hate change so of course we re fans for life lt 3 oh and if we haven t met rob by then something went horribly wrong,sad
is feeling sad for some reason,sad
well fuck this new pain med has an odd warning that actually applies to me i can t take this chan is displeased,sad
just uploaded my new blog a painful story about an 80s year old man who cried because he wanted to die very sad,sad
its so addicting but its kind of a curse to do them at night time everytime i do one i feel like making music afterwards,sad
omg ur alive lol 2day has gone sooo slow i m going insane grrr you doing anything tonight,happy
did you get them from california vintage ahahah they have the best dresses i want them but i dont have ebay,happy
i just saw pics from this past thanksgiving and am sad because grandma was in them,sad
it wont let me,sad
took a shift tomorrow i don t really feel like working right now,sad
but now i have no money for a phone,sad
spent last night in a amp e er wife tangled wheels with daughter amp hit the deck dislocation amp fracture resulted,sad
9 days i m about ready to visit torchwood and see if they ve heard anything,sad
morley where are you in bris i can t hear any thunder,happy
bec vs fat food winner fat food but not this weeknend ill beat it,happy
too bad the red devils disappointing to say the least,sad
i had a dream about a pretty pretty beach and there was no beach when i woke up,happy
have a 3ware 9650se not fast enough for 3x x25 m ssd raid5 800mhz iop on the hpt might try an adaptec 5405 1 2ghz,sad
when da heck will the garage man get here i ask you when,happy
ate mandy please forgive me i really am sorry i don t wanna lose my bff,sad
umm yeah that s probably a pretty good note to self because eeeeeewwwwwwww,hate
why are plane tickets so expensive,sad
umm yeah that s probably a pretty good note to self because eeeeeewwwwwwww,happy
needs a job badly,sad
daaammmnnnnn i do wish i was there,sad
went to di bella coffee roasters today and asked for a job the person i needed to speak to is on holiday fb,sad
hime i played up until the latter parts of the voodoo village part co op until i lost my usual partner,sad
is a bad friend,sad
im doing that shit right now im on vacation and you got me workin,hate
would wish the severe migrains would stop doc s prescriptions arent working,hate
i missed the game,happy
no internet last night er was brill there was a massive explosion at the end of a nearby gas works er on standby,sad
cuz airlines are super lame,hate
still a pity it comes with no lamb though,sad
i m sorry to hear that here is my optimist things will get better for all of us,sad
is done painting all the bedroom furniture i still have to do the table but it will wait until after the move uggh moving in the heat,happy
i m so very tired and have insomnia,hate
i hate bakersfield and i hate the ports let me go home already i want to start my vacation,hate
people in my house do not know how to close doors,sad
why am i completing facebook quizzes at this time of the morning especially a friday morning,happy
i don t like the possibility of the left side of my brain hurting because of the thing called a vp shunt and possible death,sad
had to cancel wow for now,sad
wants to make a music profile but i don t have money i don t know how to write music i don t know how to play an instrument and no studio,sad
but yeah i m sad about my quot ravenclaw quot account i love that account to bits,sad
it s 1 15 am and i hear a helicopter flying over my house that s kind of weird in other news my headache is back booooo,sad
sugar oh no i am always here lt 3,sad
took a math test today the day before the test the teacher says bring your calculator luke was confident teacher decided no calcs,happy
omg the concert was awesome madrigals gave me chills on almost every piece brooks also called up alumni but i didnt get to go,happy
up late with nothin 2 do,sad
i think the vog is making me sicker than i think feeling slightly achy,sad
i am doing homework it sux big time maths is the worst,sad
sometimes i wish things could go back to the way they were the beginning of last summer,sad
i downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets but no they didn t,sad
i feel the same way but i guess no matter where you are there will always be memes,sad
i can t do 30 minutes of treadmill but done 30 minutes for today already gonna do 20 minutes more,happy
i m sooooooooooooo confused,sad
work day 7 of 7,sad
chillin with the roomies can t wait for the zombie clwn cr its gonna be 6 8 weeks,happy
no refunds but they do retrieve accounts takes like a week just hoping the thief doesn t use hacks or then it s permaban,sad
cute malay girl came to seemy room for rent sadly think it was for her guyfreind bit misleading and disappointing lol,sad
epicentre wheelock place 250 units amp for tourists only starting today,happy
i hate the new mt dew commercial the one with a giant mosquito it scares me and grosses me out all at the same time,hate
not super keen on the drive home through the rain additional concentration required that i don t really wanna deal with,sad
aw u can t let me in on the secret,happy
im sorry i don t think i stick out at least compared to what i used to look like,happy
no transport for church wont be making it im crushed oh well more time for assignments i suppose my throat really hurts,sad
i hate when i see pregnant women smokinggg its sooo irresponsible n selfish its saaad ultimately the baby is the one who suffers,hate
lies lies lies you just cant avoid to lie about practically everything,hate
so i tried jumping without the trampoline and its like thud thud shouldn t have eaten that cookie,sad
everytime i send an email to my coach i feel a need to practice shitty balls lol,sad
it s pissing me off and not letting me follow ericka,sad
is going to sleep not peaceful wanted to hear him say good night but that didn t happen good night everyone,sad
my mums trying to make me feel ebtter about stopping voting adn not winning shortstack i almost cried,sad
is thinking so much and i m at work,happy
i have forgot the live with the jonas brothers on facebook,sad
i haven t seen muffin in two whole days,sad
i ll miss y all back give my regards,sad
my gap year is going so quick,happy
i have to admit i m a bit bummed out that i wasn t with my friends walking today,sad
my twitter has been hacked again,sad
just found mj mouse flats at djs of course there are none left in my size,sad
hahaha well its try its so ugly,hate
i don t even want to know why you know about vhemt but don t go we d miss you,sad
that s awesome we have that this weekend too but i can t go because i m moving this sat i should be a lot of fun though,happy
tah oh no hugs,happy
i knoww things won t be the samee lt 3,sad
omg ness it s 11 18 pm and i need to beup early to set up my garage sale it starts a 8am wish i said 9am i m beat,sad
i kno i doooo yall partyin with out me,happy
okay so twitter suddenly changed how do i respond to messages now,sad
decided that no matter how good my hair looks curly it doesn t justify the burn i get from the curler my hands covered i suck at it,sad
going to sleep gonna fall asleep playing apps again tmrw is going to suck,sad
i hate when my bf beats da dogs but i guess that the only way to teach these pitts,hate
sprained my ankle like really badly and tore some stuffs it hurts and its my birthday weekend,sad
i can t believe the metal gear solid song was stolen i m so disappointed,sad
think i may have broke a toe at the bar tonight thanks drunk girl for steppin all over me,hate
i wish i had left 4 dead but first i d need something to play it on,sad
i spilled my beer all over my leg wasted half my beer home now i met a cute girl good conversation,happy
my roommate tickle loves to ignore me,hate
scary lightning and thunder i m glad it s over now going to sleep i hope i m not late to school tomorow again haha,happy
my teeth and head hurts,sad
i hate rob zombie movies amp the smell of weed vommmm,sad
maths and science were the strongest for me i think dunno bout geography only did like 1 day of study for 1 2 a year of work,hate
hope i get a job cuz we need an apartment i m drunk amp miss my lil punkin tehe,sad
just got home not wanting to read the last chaper of breaking dawn cause i dont want it to beover,sad
i need to be held gnite,sad
hanging out with sam billy and veronica not going to school tomorrow to take sam to body shops dang car accidents,sad
no more arrested development i am sad,sad
omg i keep losing followers this is so sad i want 90 one day thats my goal d,sad
i feel so deflated no more doggy,sad
rain i wanna see her hair hows everyone,sad
i just had to empty my trash on the mac that was one of the most difficult things i have ever done in my life 8 000 pictures are gone,sad
im contacting paws philippines so i can find quot tiger quot a new owner im so sad i love my dog soo much,sad
just got home not wanting to read the last chaper of breaking dawn cause i dont want it to be over,sad
aww pray for the arroyo family everyone,sad
fuuudge movie store is closed,sad
alo is so sad and quiet and empty tonight,sad
hahahaha it s not horrible if others were singing with i m sure it could work i wish i could afford my own drum set,hate
you never answered your dm i sent you i need your info,sad
am trying to get through the pilot of the first season of friday night lights oh gosh pass the tissue,sad
aw where are you headed to i just cancelled my trip to aussie,sad
i have cystic lacrimal infectection my eye and face are swollen and it hurts,sad
i didn t think anyone caught that,sad
sad that christian lacroix had to file bankruptcy,sad
i dont feel good at all fuckkk,sad
looks like i ll never go to the zoo,sad
ohh poor girl i ll email her i am relying on you being here in october mr,sad
bad times,sad
aarrgghh fu k a hose has leaked water all over the new floating floor,hate
have to go to the dreaded dmv tomorrow,sad
english class working on interactive orals,happy
thank you for the rec but that doesn t work,sad
my puppy gizmo h8s me haha he still growls me i always look back my long pruple scar on my fingie,sad
i don t know how ima work out tomorrow wit my body dis sore ugh,sad
i m feeling this pressure in my head that always kicks in just before a nasty headache i m not looking forward to this,sad
taylor swift and joe jonas looked really good together i m kinda sad they broke up,sad
i m suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts,sad
lady across the way had a miscarriage say a prayer,sad
god i just want to sleep,sad
ohhhh thunderstorms boo why do they always have to make the power go out,hate
i feel so deflated no more doggy,sad
found my book starting a real paper bound journal tonight have an annoying zit above my lip makes me look like i have herpes,sad
ratt rocked nashville tonite one thing sucked no encore like in the 80 s they still have a fun show pearcy has that hott bad boy look,hate
is feeling bad just got bad news about my mum,sad
but but i dun wanna,sad
damn girl i m so down but ya gotta let me know so i can get my kit together amp i got a flyer any next weekend i quot m down,sad
dbl booooooo for being sick flippin blows bahaha i kno i dont have many friends on here either i feel so lame haha,sad
don t feel like working i think i tweet this too often,sad
feels sick to my stomach and idkk whyy,sad
vineri nimic special sau probabil un alt weekend pierdut,sad
dude i just saw your sf pics looks like your mini excursion was pretty kick ass didn t see any sun while i was there tho,happy
is home safely but hungry,happy
jodie um i was thrown from s van yesterday and had to be taken to the er,sad
got to final table but went out third don t think i ll be getting my free seat,sad
i have to work in the morning while my friends get to party it up stupid bberry lite flashing red and i have no messages,hate
fb is boring and i wanna sing right now,happy
the link doesn t work,sad
the humpalow um ya i think so cell is dying,sad
last day at work sick to the bone,sad
i feel like i m on house arrest,sad
ur supposed to be in bk tho,happy
did you know that there is a shortage of shells for crabs to use on the beach due to beach combers it is very sad,sad
oh no nighty night,happy
must have new music i won t sleep until you give us chapter 1 i might die first though hurry,happy
my stupid tooooth hurts,sad
love the song quot together quot that s quot his quot song for me well i think it s still is,happy
my computers broken and i broke my laptop so i had to use the phone ahh still on he cause they fucked up my order,sad
it s a sad economy just heard of another friend losing their job so sad but just a reminder that,sad
i m just starting to feel really panicky and anxious that something bad has happened cos it seems like it s been ages,sad
my dog ran awayyy,sad
is one84 those suck so bad,hate
i m back top molar extracted swollen face all numb but no more toothache or sinus pain,sad
just finished 8 hours of texas life insurance ce tonight 22 more hours to go,happy
does anyone know any good rap songs i need to make a rap fun cd and i have no idea helllllpppp,sad
i want to go to peru this summer ahhhhhhh hopefully yesyesyes i miss it over there,happy
i m awake anybody else awake wish i lived in the us since all the fun happens when i m asleep,sad
at charle s with the power out lol damn savemart lost power and we could not buy beer,hate
j heehee i love you i am tired,sad
my mobile phone refuses to charge either the battery is broken or the chargerrr booooo,sad
oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something,sad
hmmm i thought u were sleeping too bad i can t see those videos until tomorrow night,sad
morning everyone sorry for going early last night had bad news felt totally crap today is a new day,sad
how i wish my parents put me into a chinese school when i was younger then it ll be so much easier for me to get a job,sad
yeah physically moving too apparently we ll be reporting directly to mr hayward,happy
jealous it looks like schindler s list in toronto,sad
i want another tatt,happy
so i need to make a lot of money tomorrow,happy
being in your room makes me sad,sad
nearly fell asleep but was jolted out of bed by a massive panic attack and now i m not sure if i can sleep at all,sad
oh f ck i completely forgot about thirsty thursday oh my gaga this sucks,sad
